question,answer,intent
여기는 자체 회원카드가 없나 봐요?,저희 브랜드 어플 받으시면 회원카드 사용 가능합니다,쿠폰멤버십적립문의
포인트 적립도 하나요?,저희 매장에서 사용 가능한 쿠폰 드리겠습니다,쿠폰멤버십적립문의
테이크아웃 해주시고 스탬프 적립돼요?,큰 사이즈만 스탬프 적립이 가능합니다,쿠폰멤버십적립문의
네 포인트 적립됐어요?,네 영수증 밑에 보시면 포인트 적혀있어요,쿠폰멤버십적립문의
전화번호만 말씀해드리면 돼요?,네 전화번호만 말씀해주세요,쿠폰멤버십적립문의
네 전에 받은 쿠폰도 있어요,쿠폰 합쳐드릴게요,쿠폰멤버십적립문의
티 멤버십 이 어플로 하면 되나요?,네 티 멤버십 어플 맞습니다,쿠폰멤버십적립문의
몇 퍼센트 되죠?,SK 포인트는 15퍼센트 적용 가능합니다,쿠폰멤버십적립문의
할인되거나 적립되는 카드 없죠?,SK 포인트 있으시면 사용 가능하세요,쿠폰멤버십적립문의
하나는 씨제이 원카드고 하나는 씨제이 계열 할인되는 국민 신용카드인데 두 개다 사용 가능한가요?,네 씨제이 원카드, 국민카드 모두 사용 가능합니다
현금으로 결제를 하더라도 스타벅스 어플에 이력이 남나요?,스타벅스 카드 사용만 이력이 남습니다,쿠폰멤버십적립문의
적립용 카드 하나 만들어 주세요,바로 만들어 드리겠습니다,쿠폰멤버십적립문의
적립할 때 여러 명이 오면 어떻게 하나요?,잔 수에 따라 찍어드립니다,쿠폰멤버십적립문의
아뇨 여기 적립도 해요?,예 쿠폰 찍어 드릴게요,쿠폰멤버십적립문의
사용 금액의 몇 퍼센트 적립돼요?,오 퍼센트 적립됩니다,쿠폰멤버십적립문의
혹시 쿠폰은 있어요?,저희 매장에 포인트 등록하시면 적립해드려요,쿠폰멤버십적립문의
적립은 번호 찍을게요,네 번호 찍어 주세요,쿠폰멤버십적립문의
적립도 되나 보네요?,네 드실 때마다 한 개씩 찍어드리고 열 개 채우시면 아메리카노 하나 드립니다,쿠폰멤버십적립문의
회원카드를 많이 쓰면 혜택이 있나요?,등급마다 혜택이 다른데 한 번 결제할 때마다 별이 올라가니까 사용 빈도수에 비례하고 다달이 별을 드리는 이벤트도 있어요,쿠폰멤버십적립문의
회원비는 있나요?,아뇨 없어요,쿠폰멤버십적립문의
회원카드는 충전해서 사용하는 거예요?,네 교통카드처럼 만 원이면 만 원 충전해서 사용하면 됩니다,쿠폰멤버십적립문의
회원카드는 얼마에 사용 가능한가요?,회원카드는 오천 원부터 충전하시면 됩니다,쿠폰멤버십적립문의
얼마나 쌓였어요?,5000점 있으시네요,쿠폰멤버십적립문의
아 혹시 포인트 적립돼요?,네 전화번호 눌러주세요,쿠폰멤버십적립문의
포인트 적립 가능해요?,네 포인트 적립해드려요,쿠폰멤버십적립문의
포인트로 결제한 것도 적립이 되나요?,안됩니다,쿠폰멤버십적립문의
쿠폰도 찍어주세요,네 알겠습니다,쿠폰멤버십적립문의
포인트 적립해주세요,네 포인트 적립됐습니다,쿠폰멤버십적립문의
CJ one 포인트 번호로 적립할게요,네 앞 쪽에 번호 입력해주세요,쿠폰멤버십적립문의
쿠폰도 찍어주세요,죄송하지만 쿠폰은 따로 없습니다,쿠폰멤버십적립문의
포인트 적립 가능한가요?,네 가능합니다,쿠폰멤버십적립문의
포인트 적립해주세요,네 포인트 적립하고 결제해드리겠습니다,쿠폰멤버십적립문의
혹시 카페 쿠폰 주시나요?,네 도장 찍어드립니다,쿠폰멤버십적립문의
도장 쿠폰은 없어졌나요?,네 이번 달부터 없어졌습니다,쿠폰멤버십적립문의
쿠폰도 찍어주세요,네 찍어드리겠습니다,쿠폰멤버십적립문의
포인트 적립해주세요,적립해드렸습니다,쿠폰멤버십적립문의
멤버십 적립도 같이 할게요,바코드 보여주시면 도와드리겠습니다,쿠폰멤버십적립문의
쿠폰 적립되나요?,쿠폰 적립해드릴게요,쿠폰멤버십적립문의
쿠폰 몇 장 모아야 한잔 무료인가요?,10장 모으시면 한잔 무료입니다,쿠폰멤버십적립문의
포인트카드 적립되나요?,네 됩니다,쿠폰멤버십적립문의
지금까지 적립금 알 수 있을까요?,적립금 1000원 쌓여있습니다,쿠폰멤버십적립문의
쿠폰 찍어주세요,찍어 드렸습니다,쿠폰멤버십적립문의
적립해주세요,네 알겠습니다,쿠폰멤버십적립문의
포인트 적립은 번호로 입력해도 되나요?,네 가능합니다,쿠폰멤버십적립문의
카페 쿠폰 찍어주세요,네 그럼요,쿠폰멤버십적립문의
금액의 몇 프로 적립되나요?,5프로씩 적립됩니다,쿠폰멤버십적립문의
적립해서 머그잔도 받을 수 있나요?,네 만점 적립되면 머그잔과 교환 가능합니다,쿠폰멤버십적립문의
포인트 적립카드 만들 수 있을까요?,네 연락처 알려주시면 바로 만들어 드릴게요,쿠폰멤버십적립문의
쿠폰 찍어주세요,네 쿠폰 주세요,쿠폰멤버십적립문의
포인트 적립할게요,네 결제되셨습니다,쿠폰멤버십적립문의
포인트 적립되나요?,휴대번호 알려주시면 포인트 적립 도와드리고 있어요,쿠폰멤버십적립문의
쿠폰 몇 개를 모으면 무료로 아이스커피를 마실 수 있어요?,쿠폰 10개를 모으면 무료로 아이스 아메리카노를 제공하고 있어요,쿠폰멤버십적립문의
도장 찍어주세요,네 이리 주세요,쿠폰멤버십적립문의
포인트 적립해주세요,네 번호 입력 부탁드립니다,쿠폰멤버십적립문의
적립도 해주세요,알겠습니다,쿠폰멤버십적립문의
네 할인돼도 적립은 해주죠?,네 바코드 보여주세요,쿠폰멤버십적립문의
그러면 포인트 사용 없이 적립만 할게요,네 멤버십 카드 주시면 도와드리겠습니다,쿠폰멤버십적립문의
쿠폰 찍어주세요,네 찍어드릴게요,쿠폰멤버십적립문의
포인트랑 쿠폰 적립해주세요,다 되셨습니다,쿠폰멤버십적립문의
여기 포인트도 적립되나요?,네 그럼요,쿠폰멤버십적립문의
프리퀀시 적립하고 있는데 시즌 메뉴도 하나만 적립되나요?,네 그렇습니다,쿠폰멤버십적립문의
포인트 적립해 주세요.,쿠폰 주시면 도와드리겠습니다.,쿠폰멤버십적립문의
포인트 적립같이 할 수 있나요?,네, 같이 적립해 드리겠습니다.
다음번에 무료로 하고 이번엔 새로 도장 찍어주세요,네,쿠폰멤버십적립문의
쿠폰 주시나요?,네 드릴게요 잠시만요,쿠폰문의
테이크 아웃하면 가격이 더 저렴한가요?,아니요, 테이크 아웃해도 가격은 똑같아요
테이크 아웃으로 하면 얼마인가요?,2500원이요,테이크아웃할인문의
텀블러 가져오면 테이크 아웃 할 때도 똑같이 할인되나요?,테이크 아웃 할 때 텀블러에 담아 가시기 때문에 할인이 돼요,테이크아웃할인문의
여기 테이크아웃하면 할인되는 거 없어요?,테이크아웃 시 할인되지 않습니다,테이크아웃할인문의
테이크아웃하면 할인되나요?,아뇨 테이크아웃 할인 없습니다,테이크아웃할인문의
테이크아웃은 더 싸요?,가격은 똑같이 이천 원입니다,테이크아웃할인문의
원두 찌꺼기 주실 수 있나요?,네 원두 찌꺼기 드리겠습니다,특정원두요구
디카페인 원두로 주문 가능할까요?,네 가능합니다,특정원두요구
그러면 예가 체포로 주세요,부드러워서 아메리카노 안 좋아하시는 분들도 많이 선택하세요,특정원두요구
휘핑 빼주실 수 있나요?,당연하죠~,특정재료첨삭요구
커피잔도 다 파시는 거예요?,아니요, 파는 거 아니에요
네 2만 원 충전해주세요,네 알겠습니다,포인트충전
할인되는 카드 있나요?,L 포인트 카드나 롯데 카드 할인 가능하세요,할인문의
할인카드 없죠?,할인카드는 없고 쿠폰은 있습니다,할인문의
할인 카드는 따로 없나요?,네 할인 카드는 따로 없고 쿠폰이 있습니다,할인문의
테이크아웃하면 싸게 해주는 거 없어요?,네, 테이크아웃 할인은 없습니다
멤버십 VIP 고객은 안 되는 거예요?,네 커플 요금제만 가능합니다,할인문의
여기 복지카드 할인되죠?,복지카드는 원 플러스 원 커플 요금제입니다,할인문의
할인되는 카드 그런 건 없어요?,네 할인되는 카드 따로 없습니다,할인문의
여기는 할인되거나 할인되는 카드는 없어요?,따로 없고 저희 포인트 카드가 있는데 포인트 카드 만드시면 5프로씩 적립해드립니다,할인문의
테이크아웃하면 싸나요?,테이크아웃은 아메리카노만 할인됩니다,할인문의
단체 여섯 명에서 일곱 명 오고 하면 따로 할인 안 되죠?,네, 할인 안 됩니다
테이크 아웃 할인은 돼요?,테이크 아웃 할인 안 됩니다,할인문의
테이크 아웃은 천 원 할인돼요?,네, 테이크 아웃은 천 원 할인됩니다
아메리카노 테이크 아웃 할인되나요?,할인 안 됩니다,할인문의
얼마 할인되는데요?,원래 3500원인데 테이크아웃은 2500원이에요,할인문의
여긴 테이크아웃 잔 하면 할인해주는 거 없어요?,아메리카노만 할인해드립니다,할인문의
아니요 테이크아웃해주시고 테이크아웃하면 할인되는 거 없어요?,청운신협에 체크카드로 결제하시면 20퍼센트 할인되는 건 있어요,할인문의
커피음료는 무조건 할인해주시는 거예요?,커피는 할인해드려요,할인문의
할인되는 카드도 있어요?,음료 한잔 구매하시면 아메리카노 교환 쿠폰 있는데 2월 말까지 쓰시면 돼요,할인문의
얼마 할인되는 거죠?,원래 4500원인데 3000원으로 할인되는 거예요,할인문의
테이크아웃은 다 할인되는 거예요?,아메리카노 라테 바닐라까지만 할인돼요,할인문의
할인되는 카드가 따로 있나요?,KT나 LG유플러스 카드 할인 가능합니다,할인문의
할인은 몇 프로 되나요?,할인은 등급에 따라 다릅니다,할인문의
테이크아웃하면 할인되나요?,아뇨 테이크아웃하셔도 가격은 같습니다,할인문의
아뇨 테이크아웃 해주시고 10프로 할인해주시는 거 맞나요?,아뇨 원래 아메리카노 2000원인데 1200원으로 해드리는 거예요,할인문의
테이크아웃은 할인돼요?,네 테이크아웃하실 경우 할인됩니다,할인문의
네 승차권 있으면 10프로 할인되나요?,네 승차권 있으시면 음료 10퍼센트 할인 가능합니다,할인문의
할인되는 카드 있어요?,현대 엠 포인트와 삼성 포인트 신용카드, 씨제이 원카드로 적립 가능하세요
에스케이 할인은 안돼요?,통신사 할인은 안됩니다,할인문의
네 여기는 할인되거나 이런 카드 없죠?,카드는 없습니다,할인문의
통신사 할인은 안되나 봐요?,통신사는 SKT 브로드밴드 브이아이피 이상이시면 가능하세요,할인문의
옆 가게에서 국수 안 먹으면 할인 안되죠?,예 식사하시고 오시면 할인해드립니다,할인문의
할인되는 카드 있나요?,할인되는 건 없어요,할인문의
KT 멤버십 할인되나요?,네,할인문의
제휴카드로 할인 가능한가요,네 가능합니다,할인문의
통신사 멤버십 할인 가능한가요?,여기 쓰여있는 곳만 가능합니다,할인문의
통신사 카드 할인되나요?,네  KT 사용하시면 가능합니다,할인문의
할인되는 카드도 있나요?,네 있습니다 포인트 적립도 가능합니다,할인문의
테이크아웃하면 할인되나요?,테이크아웃할 경우 오백 원 할인 적용해 드립니다,할인문의
주차 할인되나요?,네 영수증 보여드리면 돼요,할인문의
학생 할인되나요?,네 가능합니다,할인문의
머그잔 할인 가능한가요?,네 500원 할인해드립니다,할인문의
아직 런치세트 할인되나요?,네 2시까지 가능하십니다,할인문의
멤버십 할인되나요?,네 멤버십 할인하시면 10퍼센트 할인됩니다,할인문의
지금도 브런치 할인하나요?,네 10시까지 하고 있습니다,할인문의
할인율이 높군요,감사합니다,할인문의
통신사 할인되죠?,네 300원 할인됩니다,할인문의
십 프로 할인해주세요,십 프로 하시면 만 육천이백 원입니다,할인요청
카드하고 멤버십 카드입니다,잠시만 기다려주세요,할인요청
네 그럼 할인 적용해주세요,네 알겠습니다,할인요청
그럼 멤버십 할인해주세요,알겠습니다,할인요청
할인 부탁드립니다,네 할인되었습니다,할인요청
여기 멤버십 할인도 해주세요,할인 카드 받았습니다,할인요청
